"種別","名称","住所","x座標","y座標"
"指定緊急避難場所（緊急時の避難場所）","本町公園","広畑区本町二丁目28","134.6317874","34.80125322"
"指定緊急避難場所（緊急時の避難場所）","牧野丸山公園","山田町牧野699-14","134.7687128","34.90258909"
"指定緊急避難場所（緊急時の避難場所）","増位小学校","白国五丁目9-1","134.7028621","34.86346815"
"指定緊急避難場所（緊急時の避難場所）","増位中学校","増位新町二丁目4-1","134.7103845","34.85823381"
"指定緊急避難場所（緊急時の避難場所）","的形北公園","的形町的形305-1外","134.7458322","34.78242102"
"指定緊急避難場所（緊急時の避難場所）","的形公民館","的形町的形1358-4","134.7397554","34.77751923"
"指定緊急避難場所（緊急時の避難場所）","的形小学校","的形町的形1619","134.7403523","34.77665137"
"指定緊急避難場所（緊急時の避難場所）","御国野公民館","御国野町御着1142-8","134.7408778","34.81883247"
"指定緊急避難場所（緊急時の避難場所）","御国野小学校","御国野町御着1049-3","134.742385","34.82089046"
"指定緊急避難場所（緊急時の避難場所）","水上小学校","西中島382","134.7137373","34.8549332"
"指定緊急避難場所（緊急時の避難場所）","御立公園","御立西四丁目1766-1","134.6605503","34.86433739"
"指定緊急避難場所（緊急時の避難場所）","御立前山公園","御立中一丁目612-2外","134.6692344","34.86434953"
"指定緊急避難場所（緊急時の避難場所）","南大津公民館","大津区勘兵衛町一丁目18-2","134.6146316","34.79141636"
"指定緊急避難場所（緊急時の避難場所）","南大津小学校","大津区真砂町40-2","134.6063454","34.78809744"
"指定緊急避難場所（緊急時の避難場所）","峰相公民館","六角278-3","134.6370734","34.88349209"
"指定緊急避難場所（緊急時の避難場所）","峰相小学校","打越582-1","134.6352815","34.884236"
"指定緊急避難場所（緊急時の避難場所）","妻鹿公民館","飾磨区妻鹿170-6","134.6943569","34.79195096"
"指定緊急避難場所（緊急時の避難場所）","妻鹿小学校","飾磨区妻鹿786-3","134.6952179","34.78886527"
"指定緊急避難場所（緊急時の避難場所）","八木公民館","木場1441-32","134.7248582","34.77848771"
"指定緊急避難場所（緊急時の避難場所）","八木小学校","八家24-2","134.7278746","34.78330023"
"指定緊急避難場所（緊急時の避難場所）","矢倉公園","飾磨区矢倉町二丁目23","134.6375575","34.80718861"
"指定緊急避難場所（緊急時の避難場所）","安室公園","田寺東二丁目791外","134.6740052","34.85429376"
"指定緊急避難場所（緊急時の避難場所）","安室公民館","御立中三丁目3-7","134.6680835","34.86386657"
"指定緊急避難場所（緊急時の避難場所）","安室小学校","田寺六丁目11-12","134.6677266","34.85938706"
"指定緊急避難場所（緊急時の避難場所）","安室中学校","田寺東二丁目6-1","134.6720853","34.85563358"
"指定緊急避難場所（緊急時の避難場所）","安室東小学校","田寺東二丁目5-1","134.6730802","34.85541462"
"指定緊急避難場所（緊急時の避難場所）","山田公民館","山田町北山田109-6","134.7732992","34.91110033"
"指定緊急避難場所（緊急時の避難場所）","山田小学校","山田町北山田108","134.7740111","34.91124233"
"指定緊急避難場所（緊急時の避難場所）","八幡公民館","広畑区蒲田三丁目161","134.6427543","34.82603556"
"指定緊急避難場所（緊急時の避難場所）","八幡小学校","広畑区西蒲田1400-24","134.6368469","34.82494159"
"指定緊急避難場所（緊急時の避難場所）","夢前中学校","広畑区才226-1","134.6298289","34.81588947"
"指定緊急避難場所（緊急時の避難場所）","余部公民館","余部区上余部675-7","134.5702837","34.80149737"
"指定緊急避難場所（緊急時の避難場所）","余部小学校","余部区上余部643-1","134.5727693","34.80055661"
"指定緊急避難場所（緊急時の避難場所）","陸上競技場","中地377-1(手柄山中央公園)","134.6710392","34.8218306"
"指定緊急避難場所（緊急時の避難場所）","勝原公民館","勝原区宮田489-3","134.5962686","34.8141853"
"指定緊急避難場所（緊急時の避難場所）","兵庫県立大学姫路環境人間キャンパス","新在家本町一丁目1-12","134.6885507","34.84808822"
"指定緊急避難場所（緊急時の避難場所）","姫路公園(大手前公園)","本町68","134.6938598","34.83451695"
"指定緊急避難場所（緊急時の避難場所）","増位公民館","白国一丁目124－6","134.7047735","34.85734574"
"指定緊急避難場所（緊急時の避難場所）","城巽公民館","北条口三丁目29-3","134.6967123","34.8289134"
"指定緊急避難場所（緊急時の避難場所）","姫路獨協大学","上大野七丁目2-1","134.6888641","34.87330675"
"指定緊急避難場所（緊急時の避難場所）","図書館飾磨分館ホール","飾磨区下野田一丁目1","134.6779261","34.79916262"
"指定緊急避難場所（緊急時の避難場所）","前之庄公民館","夢前町前之庄2160","134.6849982","34.97304846"
"指定緊急避難場所（緊急時の避難場所）","姫路特別支援学校体育館","四郷町東阿保476-1","134.7151868","34.81391587"
"指定緊急避難場所（緊急時の避難場所）","姫路聴覚特別支援学校体育館","本町68-46","134.6872548","34.83668281"
"指定緊急避難場所（緊急時の避難場所）","書写養護学校体育館","書写台三丁目148番地1","134.6468461","34.86631665"
"指定緊急避難場所（緊急時の避難場所）","中央卸売市場管理棟","延末295","134.6809152","34.8225074"
"指定緊急避難場所（緊急時の避難場所）","埋蔵文化財センター","四郷町坂元414-1","134.7201063","34.81672121"
"指定緊急避難場所（緊急時の避難場所）","見野の郷交流館","四郷町見野964-5","134.7244221","34.80707987"
"指定緊急避難場所（緊急時の避難場所）","総合教育センター南館","北条口三丁目29","134.697073","34.82887126"
"指定緊急避難場所（緊急時の避難場所）","高岡公民館","東今宿五丁目3-40","134.6643191","34.84212425"
"指定緊急避難場所（緊急時の避難場所）","エコパークあぼし","網干区網干浜4-1","134.603389","34.76879557"
"指定緊急避難場所（緊急時の避難場所）","垣内公園","網干区垣内北町1806","134.5898141","34.79191814"
"指定緊急避難場所（緊急時の避難場所）","姫路しらさぎ特別支援学校体育館","苫編688－58","134.6542317","34.82268565"
"指定緊急避難場所（緊急時の避難場所）","桜山公園","姫路市太市中275-1","134.6152268","34.85689764"
"指定緊急避難場所（緊急時の避難場所）","日ノ出緑地","姫路市市川台一丁目地先","134.7169701","34.82859196"
"指定緊急避難場所（緊急時の避難場所）","阿保緑地","姫路市阿保地先（市川右岸）","134.7150703","34.82333287"
"指定緊急避難場所（緊急時の避難場所）","花田中央公園","姫路市花田町小川420","134.7229833","34.845806"
"指定緊急避難場所（緊急時の避難場所）","書写東公園","姫路市書写634-161","134.6594342","34.8691181"
"指定緊急避難場所（緊急時の避難場所）","前之庄東緑地","姫路市夢前町前之庄（左岸）","134.6844901","34.96825984"
"指定緊急避難場所（緊急時の避難場所）","犬飼河川公園","姫路市香寺町犬飼871-3地先","134.7369616","34.89726295"
"指定緊急避難場所（緊急時の避難場所）","曽左幼稚園","姫路市書写台一丁目62-1","134.6494947","34.87401126"
"指定緊急避難場所（緊急時の避難場所）","英賀保幼稚園","姫路市飾磨区英賀清水町二丁目73","134.6443871","34.80619483"
"指定緊急避難場所（緊急時の避難場所）","宮消防分団本部","姫路市家島町宮1061","134.5336367","34.67540802"
"指定緊急避難場所（緊急時の避難場所）","小坂公園","姫路市広畑区小坂202外","134.6177905","34.80689858"
"指定緊急避難場所（緊急時の避難場所）","北部市民センター","夢前町前之庄2160","134.684817","34.972391"
"指定緊急避難場所（緊急時の避難場所）","安室東公民館","姫路市田寺東二丁目2-3","134.675527","34.855204"
"指定緊急避難場所（緊急時の避難場所）","姫路日ノ本短期大学・日ノ本学園高等学校","香寺町香呂890","134.729152","34.917793"

